"id","nama","email","pekerjaan","wilayah","umur","pendapatan","status_pernikahan","tanggal_survey"
5800,Tari Tari Fernanda,jelita90@yahoo.co.id,Investor Group Coordinator,Suwawa,59,8062310.00,true,2025-09-19
5801,Danang Danang Maheswara,leo21@yahoo.co.id,Customer Implementation Supervisor,Sumbawa Besar,18,21481114.00,true,2026-01-23
5802,Vanesa Vanesa Mustika,ophelia.oktavian68@yahoo.co.id,District Infrastructure Executive,Praya,46,20881552.00,false,2025-10-16
5803,Anjani Janet,hartana_afifah78@yahoo.com,Central Configuration Director,Lamongan,21,3180452.00,true,2025-08-22
5804,Vera Rahayu,eli_melani69@gmail.com,District Assurance Specialist,Tondano,61,9626351.00,true,2026-01-06
5805,Ian Ian Nugraha,cawisono22@yahoo.co.id,Global Paradigm Consultant,Pasuruan,18,24077655.00,true,2025-12-22
5806,Jasmin Lestari,zalindra_anandya37@gmail.com,Legacy Factors Producer,Badung,32,22781211.00,true,2026-02-02
5807,Tari Tari Mayasari,ira_fabian51@yahoo.co.id,District Division Associate,"Negara,Bali",43,19945768.00,false,2025-08-31
5808,Ajiman Ajiman Saefullah,aslijan83@gmail.co.id,Senior Division Strategist,Bajawa,52,22448418.00,true,2026-01-18
5809,Bakianto Bakianto Setiawan,fara.zulaika@yahoo.com,Senior Infrastructure Liaison,Buol,27,14420327.00,false,2025-07-06
5810,Rosa Laksmiwati,titi_kahyang14@gmail.com,Corporate Program Developer,Rantepao,45,12216123.00,true,2025-12-13
5811,Surya Surya Adhitama,opan67@yahoo.co.id,Legacy Identity Supervisor,Bangkalan,27,23518365.00,true,2025-10-03
5812,Perdana Mitra,tari_puspasari57@yahoo.com,International Brand Architect,Pinrang,56,21794673.00,false,2025-08-11
5813,Opung Opung Ardianto,lasmanto_kurniawan@gmail.com,Human Branding Executive,Toli Toli,39,23702740.00,true,2026-01-12
5814,Fernanda Zahra,jono.jelita32@gmail.co.id,Future Accounts Specialist,Yogyakarta,41,10021850.00,false,2025-10-16
5815,Naura Naura Kusmawati,febi30@yahoo.co.id,Global Creative Liaison,Tegal,32,19034914.00,false,2025-09-22
5816,Eka Habibi,emin_ananda@yahoo.com,Forward Brand Agent,Kebumen,37,21328256.00,true,2025-05-22
5817,Eman Hutagalung,aslijan.rahmawati13@gmail.com,Global Assurance Consultant,Pemalang,54,19622707.00,true,2026-03-26
5818,Riyanti Ajeng,aswani.susanti@yahoo.com,Direct Accounts Planner,Sumbawa Besar,34,23766566.00,true,2026-03-05
5819,Balijan Sihombing,cici.abiputra@yahoo.com,International Paradigm Producer,Kwandang,58,15059038.00,true,2025-10-09
5820,Vera Afifah,paris97@yahoo.co.id,Forward Response Coordinator,Makale,58,3909988.00,false,2025-07-04
5821,Ramadhani Zamira,ulya.mustofa10@yahoo.co.id,Dynamic Creative Director,Brebes,49,10625241.00,true,2025-07-16
5822,Tsabita Anggraini,bakianto_mandasari68@gmail.com,Senior Quality Supervisor,Sumenep,28,22948305.00,true,2025-04-05
5823,Ami Padmasari,novita_pratama@gmail.com,Product Research Engineer,Pasangkayu,35,10956148.00,true,2026-01-15
5824,Daruna Jailani,ade.susanti@yahoo.co.id,Product Mobility Agent,Jeneponto,40,22451438.00,false,2025-11-20
5825,Iswahyudi Adikara,manah10@gmail.com,Legacy Tactics Developer,Bitung,38,5244189.00,false,2025-12-19
5826,Jailani Asirwanda,zulaikha64@yahoo.co.id,District Applications Agent,Lewoleba,38,10521449.00,true,2025-11-04
5827,Warsa Warsa Siregar,kajen57@yahoo.com,District Solutions Specialist,Karangasem,65,9785993.00,false,2025-06-03
5828,Maryanto Maryanto Perdana,kasiyah_nathania@gmail.co.id,Investor Operations Associate,Wangi Wangi,42,5775091.00,true,2025-10-15
5829,Hassanah Victoria,hana_setiawan@gmail.com,Legacy Solutions Designer,Waikabubak,20,21954776.00,false,2025-08-12
5830,Tania Tania Usamah,nasim_aryanti15@gmail.com,Lead Division Supervisor,"Negara,Bali",61,6868201.00,true,2025-06-11
5831,Bakijan Utama,kajen.ardana15@gmail.co.id,Legacy Mobility Technician,Purwodadi,18,19107985.00,false,2025-04-07
5832,Adhitama Asmuni,natalia24@gmail.co.id,Customer Web Supervisor,Tutuyan,53,4912495.00,false,2025-06-28
5833,Wage Wage Prakasa,paiman.andriani71@yahoo.co.id,Customer Data Consultant,Kediri,20,16163946.00,false,2026-03-25
5834,Nabila Fathina,juli_widodo49@gmail.co.id,Human Integration Specialist,Parigi,61,3266364.00,true,2025-08-04
5835,Nalar Haikal,enteng41@yahoo.co.id,Forward Web Liaison,Banyumas,46,17492205.00,false,2025-11-06
5836,Lasmanto Lasmanto Saragih,ilyas35@yahoo.co.id,Customer Interactions Developer,Sumbawa Besar,32,7086246.00,true,2025-07-04
5837,Eman Eman Alamsyah,dipa73@gmail.com,Investor Solutions Manager,Gresik,46,5629357.00,true,2025-07-28
5838,Nimas Nimas Mandasari,najib_megantara@yahoo.co.id,Future Applications Consultant,Singaraja,19,22111663.00,false,2026-01-25
5839,Muni Muni Salahudin,viman_yuliarti16@gmail.co.id,Internal Functionality Strategist,Serang,46,5362322.00,false,2025-10-02
5840,Nurdiyanti Pratiwi,dirja.pranowo@gmail.com,Central Markets Manager,Lamongan,47,14452388.00,false,2025-05-27
5841,Edison Edison Wicaksono,rizki_sudiati@gmail.com,Investor Program Assistant,Ruteng,46,4294579.00,true,2025-05-05
5842,Zamira Mustika,sadina_samosir@gmail.co.id,Direct Accountability Assistant,Airmadidi,35,5419975.00,true,2025-04-02
5843,Maryati Nabila,darmanto81@yahoo.com,Chief Metrics Orchestrator,Soreang,48,18530628.00,false,2025-09-10
5844,Riyanti Endah,jail3@gmail.co.id,Chief Directives Representative,Mojosari,56,10393965.00,false,2025-11-17
5845,Dagel Saputra,cengkir.sitompul@yahoo.co.id,Global Tactics Technician,Tanjung,28,20681904.00,true,2025-11-13
5846,Gamani Gamani Wasita,kuncara3@yahoo.co.id,Dynamic Implementation Coordinator,Poso,58,18814163.00,true,2025-06-16
5847,Aswandi Lukita,syahrini_widiastuti@gmail.co.id,Global Mobility Technician,Pacitan,29,6326158.00,true,2025-09-08
5848,Prita Prita Kuswandari,edi38@yahoo.co.id,Investor Data Representative,Bangkalan,45,21987167.00,false,2025-11-10
5849,Kenari Mustofa,teguh_prasasta@gmail.com,Investor Usability Officer,Kota Raha,36,10423208.00,false,2026-03-29
5850,Jayeng Sudrajat,salman_waluyo74@gmail.co.id,Customer Metrics Consultant,Sunggu Minasa,36,20462671.00,true,2025-07-23
5851,Salsabila Salsabila Hariyah,vivi_elvina63@gmail.co.id,Corporate Usability Developer,Ngamprah,63,6538536.00,true,2025-10-02
5852,Darmawan Jarwa,virman89@yahoo.com,Central Tactics Consultant,Rangkasbitung,42,21846287.00,true,2026-03-27
5853,Perdana Daliono,damu.wibowo@gmail.co.id,Corporate Factors Director,Kediri,50,23383789.00,true,2026-02-18
5854,Galuh Kuswoyo,jasmin_putra@yahoo.com,Global Research Agent,Waibakul,32,12181090.00,true,2025-07-16
5855,Maya Maya Namaga,ida_saputri66@gmail.co.id,Forward Data Liaison,Bajawa,54,22083717.00,true,2025-08-29
5856,Laras Laras Jelita,estiono_himawan77@yahoo.co.id,Forward Implementation Coordinator,Kebumen,48,11161839.00,false,2025-10-13
5857,Zizi Aqila,galih.aqila52@yahoo.co.id,Corporate Interactions Assistant,Tegal,36,14611149.00,false,2025-10-25
5858,Salsabilla Jessica,fathonah_haryanto@gmail.com,Internal Accounts Supervisor,Kolaka,55,23886544.00,false,2025-06-10
5859,Galiono Galiono Hardiansyah,ghani25@yahoo.co.id,Forward Implementation Engineer,Jepara,26,24291632.00,true,2025-12-29
5860,Agnes Sudiati,jayadi99@yahoo.co.id,Chief Intranet Producer,Rembang,28,8284510.00,true,2026-02-25
5861,Cindy Cindy Leilani,cindy63@gmail.com,Direct Markets Planner,Sunggu Minasa,53,16034341.00,true,2025-04-16
5862,Zulfa Ramadhani,putu_padmasari44@yahoo.com,Corporate Metrics Liaison,Majalengka,20,21452378.00,false,2025-07-31
5863,Maimunah Utami,heryanto_narpati@gmail.co.id,Human Quality Analyst,Surakarta,31,20457710.00,false,2026-03-10
5864,Fitria Fitria Ananda,puti59@yahoo.com,International Interactions Executive,Surabaya,30,16676138.00,false,2025-11-26
5865,Fabian Muhammad,galih.supriyanto49@gmail.co.id,Product Functionality Planner,Sragen,22,17717751.00,false,2025-07-23
5866,Eko Pradana,pangestu.suryatmi29@gmail.com,Future Functionality Specialist,Karangasem,54,21001186.00,false,2025-12-01
5867,Jarwi Gunawan,tantri_halimah@yahoo.co.id,Corporate Solutions Consultant,Ungaran,31,7289163.00,false,2025-07-22
5868,Febrina Kuswandari,kartika_anjani10@yahoo.com,Global Markets Officer,Banggai,49,13997106.00,true,2025-08-19
5869,Uyainah Amalia,padma60@yahoo.com,Forward Identity Designer,Tulungagung,32,7118262.00,false,2025-09-08
5870,Yudhistira Cawuk,indah.pratiwi94@yahoo.co.id,Customer Configuration Planner,Kota Raha,27,11715752.00,true,2025-07-08
5871,Abimanyu Johan,asirwanda_saputri@yahoo.com,Central Functionality Representative,Tambolaka,25,9617999.00,true,2025-09-17
5872,Dinda Yuliarti,sasha17@gmail.com,District Tactics Developer,Bajawa,49,5570267.00,false,2026-01-16
5873,Yulianti Raina,estiawan.sabian57@yahoo.co.id,Internal Research Engineer,Bangkalan,64,16921911.00,false,2025-09-22
5874,Cakrajiya Nanda,hasna86@gmail.com,Customer Intranet Producer,Maumere,52,16871494.00,true,2025-07-28
5875,Kasusra Kasusra Megantara,kani.yulianti@yahoo.co.id,Product Response Developer,Labuhan Bajo,59,22798093.00,false,2025-05-20
5876,Luluh Iswahyudi,carla7@gmail.com,District Integration Facilitator,Makassar,49,13403494.00,false,2025-03-31
5877,Luwar Luwar Mandala,daliman73@yahoo.co.id,Human Operations Strategist,Badung,36,6119837.00,false,2025-12-18
5878,Zaenab Zaenab Aqila,cindy.salsabilla39@yahoo.com,Direct Branding Agent,Ampana,21,20938399.00,false,2025-08-05
5879,Mahmud Mahmud Pratama,linda48@yahoo.co.id,Customer Tactics Assistant,Bandung,30,10742005.00,false,2025-12-04
5880,Dyah Dyah Salma,gading_farida65@yahoo.co.id,Chief Tactics Producer,Parigi,61,17413031.00,false,2025-06-17
5881,Safitri Paulin,sakura_salma46@gmail.com,Human Marketing Supervisor,Cilacap,43,4528484.00,false,2025-10-17
5882,Nyana Nyana Rendra,sasha.habibi55@yahoo.com,National Usability Engineer,Banyumas,48,20648183.00,true,2025-06-19
5883,Melinda Zaenab,belinda_tarihoran99@yahoo.com,Product Division Producer,Pekalongan,38,6683699.00,false,2025-06-08
5884,Rudi Bagaskara,laras58@gmail.co.id,Dynamic Communications Engineer,Kuningan,52,6750781.00,false,2025-08-09
5885,Unggul Prakasa,kezia_wicaksono67@yahoo.co.id,Internal Data Assistant,Bantul,24,20764501.00,false,2025-04-28
5886,Kamal Kamal Pangestu,cinta_prastuti@gmail.co.id,International Infrastructure Developer,Purwokerto,44,16558862.00,true,2025-10-16
5887,Fathonah Haryanti,endah36@gmail.com,Forward Solutions Manager,Brebes,40,17509108.00,true,2026-02-22
5888,Hastuti Cinthia,karma60@gmail.com,Product Assurance Strategist,Ciamis,36,20410419.00,true,2025-12-07
5889,Yance Yance Puspasari,maryadi_pudjiastuti@gmail.com,Investor Web Planner,Wonosobo,41,11849663.00,false,2025-11-29
5890,Setiawan Mustofa,yono84@gmail.com,Investor Mobility Agent,Donggala,60,6892192.00,true,2025-05-28
5891,Najmudin Danu,anggabaya_winarsih@gmail.co.id,Chief Web Administrator,Labuhan Bajo,55,21123696.00,false,2025-08-20
5892,Qori Qori Handayani,mursita96@yahoo.co.id,Legacy Communications Specialist,Unaaha,45,5613778.00,false,2025-04-09
5893,Kajen Iswahyudi,pangestu79@gmail.co.id,Regional Optimization Administrator,Kudus,62,20321152.00,true,2026-02-13
5894,Yanuar Jail,lurhur_rachmawati@gmail.com,Corporate Quality Administrator,Poso,37,20616672.00,true,2025-11-15
5895,Retno Retno Ramadhani,vega_maheswara@gmail.co.id,Lead Metrics Agent,Baa,30,14866529.00,false,2026-02-16
5896,Rahmawati Rachmawati,gabriella5@yahoo.com,District Optimization Associate,Tutuyan,55,18529669.00,true,2026-01-03
5897,Agustian Dasa,mahfud98@yahoo.com,Customer Group Agent,Sumedang,54,14889909.00,false,2026-01-26
5898,Elisa Rahayu,rita.narpati75@yahoo.com,Human Mobility Developer,Karangasem,20,15139587.00,false,2025-10-15
5899,Cakrabuana Situmorang,ina79@gmail.com,Lead Program Consultant,Pati,21,22044116.00,true,2025-11-04
5900,Usada Zizi,warta_wardana89@gmail.com,Corporate Usability Agent,Boroko,53,10146469.00,true,2025-05-08
5901,Mahendra Usman,zelda_thamrin36@yahoo.co.id,Legacy Tactics Associate,Kendal,49,13294413.00,false,2025-07-03
5902,Malika Malika Handayani,artawan95@yahoo.co.id,Customer Paradigm Designer,Ondong Siau,35,4898885.00,true,2025-09-02
5903,Wulandari Uyainah,lukita_natsir@gmail.co.id,Internal Brand Executive,Bangkalan,35,9466141.00,true,2025-06-05
5904,Irfandi Empluk,puji_rayhan9@gmail.co.id,Human Assurance Technician,Bantaeng,28,18573142.00,true,2025-11-06
5905,Maharani Ciaobella,tri.iswahyudi42@gmail.com,Principal Solutions Strategist,Sinjai,22,15965828.00,false,2025-07-23
5906,Nur Nur Salsabilla,harimurti.saputri53@gmail.com,Global Paradigm Strategist,Lewoleba,64,11537448.00,false,2025-12-28
5907,Zelda Zelda Anggraini,keisha_dirgantara@gmail.co.id,Central Communications Liaison,Tahuna,47,18529060.00,false,2026-02-28
5908,Shakila Kahyang,shakila_saraswati@gmail.co.id,Senior Factors Officer,Bojonegoro,39,14617772.00,false,2025-07-07
5909,Samosir Dadap,jane.rajata20@gmail.com,Corporate Division Manager,Kolaka,32,16200901.00,true,2025-09-15
5910,Eka Eka Ramadhani,ciaobella_suwarno@yahoo.co.id,Principal Assurance Producer,Pangkajene,38,12455122.00,true,2025-08-17
5911,Mila Prastuti,kiandra57@yahoo.co.id,District Group Architect,Salatiga,40,6920786.00,false,2026-01-29
5912,Oktaviani Suci,prasetyo66@yahoo.co.id,Global Factors Strategist,Singaraja,18,13021435.00,true,2025-08-12
5913,Carla Pratiwi,zahra84@gmail.co.id,Global Metrics Coordinator,Pekalongan,58,12807243.00,true,2025-06-27
5914,Sabian Unggul,jamalia.wijayanti@yahoo.co.id,Human Tactics Designer,Wlingi,57,9474969.00,false,2025-10-21
5915,Mahesa Mahesa Simbolon,darman.saragih88@gmail.co.id,Lead Accountability Developer,Jombang,40,16392510.00,false,2025-07-25
5916,Novitasari Melinda,julia_padmasari@yahoo.com,Senior Infrastructure Coordinator,Rembang,31,18380772.00,false,2025-06-22
5917,Kusuma Kusuma Ardana,rahayu_aurelia@yahoo.com,Lead Metrics Developer,Bojonegoro,31,9780781.00,false,2025-05-20
5918,Haryanto Surya,zulaikha_maheswara@gmail.co.id,District Solutions Associate,Waingapu,61,14376815.00,true,2025-06-07
5919,Jamalia Nasyidah,maimunah69@yahoo.com,International Markets Assistant,Gianyar,27,3876172.00,true,2025-05-17
5920,Irwan Irwan Mahendra,ditya46@gmail.com,Product Quality Analyst,Kepanjen,41,3830290.00,true,2025-09-18
5921,Vinsen Uwais,irwan54@yahoo.com,Lead Group Liaison,Garut,25,5706855.00,true,2025-08-14
5922,Ditya Hariyah,cemani.napitupulu@gmail.co.id,Direct Accountability Specialist,Kwandang,55,9436321.00,true,2025-08-27
5923,Andriani Gilda,kusuma_hariyah@yahoo.co.id,Principal Program Developer,Labuhan Bajo,42,21310368.00,false,2026-01-20
5924,Cahyono Sitompul,bahuwirya_pratiwi2@gmail.co.id,Global Branding Specialist,Blitar,34,24232977.00,true,2026-03-22
5925,Rahmawati Rahmawati Ardiyanti,gaiman72@gmail.com,Human Interactions Planner,Singaraja,30,13628305.00,true,2025-07-21
5926,Cakrawala Cakrawala Sihotang,cakrabirawa_zulkarnain51@yahoo.co.id,District Brand Executive,Caruban,47,14834337.00,true,2026-03-15
5927,Mandasari Ayu,fathonah.mandasari93@gmail.co.id,Principal Accountability Associate,Kudus,21,22064000.00,true,2025-07-14
5928,Karsa Airlangga,ilsa_nathania@gmail.com,Lead Configuration Manager,Barru,36,5431004.00,true,2025-09-27
5929,Cayadi Budiman,faizah.afifah28@gmail.co.id,Human Assurance Assistant,Sukoharjo,33,17240028.00,true,2025-10-21
5930,Akarsana Perdana,vero.oktovian10@yahoo.co.id,Corporate Configuration Consultant,Slawi,20,12396999.00,false,2025-06-17
5931,Situmorang Lukita,martaka_fabian@gmail.com,Investor Identity Supervisor,Klaten,52,3005979.00,true,2025-04-19
5932,Dadap Dadap Siregar,kawaya.damanik@gmail.co.id,Product Response Representative,Kefamenanu,28,16504312.00,true,2026-02-26
5933,Samosir Embuh,elon_natsir@gmail.co.id,International Markets Designer,Kupang,28,10291143.00,true,2025-09-09
5934,Marsudi Rayhan,nadine93@yahoo.com,Internal Applications Designer,Tigaraksa,58,18314611.00,true,2026-03-02
5935,Prayoga Waluyo,wulan.setiawan@yahoo.co.id,Dynamic Branding Technician,Soe,49,3681225.00,true,2026-01-11
5936,Permata Cinthia,jamalia.firmansyah@gmail.co.id,National Security Designer,Madiun,58,13655751.00,false,2025-10-16
5937,Satria Surya,paulin.pertiwi@gmail.co.id,Direct Accounts Strategist,Wates,50,20185395.00,true,2025-06-20
5938,Dartono Dartono Hutapea,ganesha.zulkarnain@yahoo.com,National Quality Manager,Tegal,22,16871577.00,true,2026-03-28
5939,Nilam Nilam Suryatmi,kamaria_aswandi@yahoo.co.id,Chief Marketing Representative,Amurang,40,24931266.00,false,2025-05-29
5940,Yoga Halim,warta.melani@gmail.com,International Security Consultant,Banjar (Jawa Barat),29,15840645.00,true,2025-09-15
5941,Kenari Kenari Manullang,raina_purnawati1@gmail.com,Regional Directives Designer,Wanggudu,36,23977332.00,false,2025-11-03
5942,Sasha Sasha Yulianti,hardana_yolanda83@gmail.co.id,National Branding Facilitator,Pacitan,18,9648871.00,true,2026-02-14
5943,Adikara Adikara Haryanto,raisa10@gmail.co.id,Corporate Program Supervisor,Mataram,64,19506252.00,false,2025-11-01
5944,Karja Nashiruddin,bahuraksa65@yahoo.co.id,Corporate Branding Analyst,Mamuju,43,21593486.00,true,2025-06-28
5945,Salahudin Purwanto,cagak_natsir49@yahoo.com,Global Intranet Coordinator,Cianjur,44,18517892.00,false,2025-05-03
5946,Marsito Haryanto,ditya36@yahoo.co.id,Senior Operations Consultant,Tuban,33,5361927.00,true,2025-09-23
5947,Jumari Antoni,ganda.prastuti28@yahoo.com,Senior Identity Strategist,Raba,61,15660358.00,false,2025-07-17
5948,Fara Fara Prastuti,prayitna_mustika73@gmail.co.id,National Creative Facilitator,Purwodadi,39,9944117.00,true,2025-09-08
5949,Ina Ina Anggraini,legawa31@gmail.co.id,Legacy Division Architect,Bumiayu,62,15532875.00,true,2025-08-27
5950,Sherly Sherly Mandasari,yani2@yahoo.co.id,District Research Assistant,Salatiga,61,9830922.00,false,2025-12-08
5951,Simbolon Cemani,baktiono_harini55@yahoo.co.id,Legacy Directives Facilitator,Surakarta,24,11005834.00,false,2025-04-07
5952,Anggraini Wani,virman81@yahoo.co.id,Principal Infrastructure Consultant,Bogor,58,15576289.00,false,2025-12-07
5953,Rita Rita Febrianti,prabowo.anjani76@yahoo.com,Human Usability Manager,Larantuka,23,24651988.00,true,2025-10-02
5954,Daliono Daliono Wibowo,tira12@gmail.com,National Security Facilitator,Bungku,34,6873942.00,true,2025-04-20
5955,Perdana Baktiono,nasab.rayhan@yahoo.com,Central Operations Coordinator,Kraksaan,21,13576641.00,true,2026-03-16
5956,Sirait Galiono,prayitna86@gmail.co.id,International Identity Strategist,Bajawa,42,16586922.00,true,2025-08-19
5957,Uda Abimanyu,safira_kusuma53@yahoo.com,Legacy Metrics Director,Mataram,36,4302395.00,true,2025-09-04
5958,Puput Puput Wulandari,rusman14@yahoo.co.id,Investor Markets Manager,Banyumas,44,6282005.00,false,2025-12-26
5959,Darojat Bagus,sasha.lestari99@yahoo.co.id,International Group Engineer,Klungkung,27,9220092.00,true,2025-05-08
5960,Puput Jelita,chelsea67@yahoo.com,Customer Accounts Administrator,Buranga,42,23792612.00,false,2025-10-23
5961,Manullang Slamet,ratih_budiman82@yahoo.com,Forward Interactions Administrator,Kudus,24,23785811.00,false,2026-01-22
5962,Marbun Eka,mustika.melani86@gmail.co.id,Human Paradigm Associate,Waibakul,51,3607770.00,false,2025-10-11
5963,Jamalia Jamalia Permata,tsabita94@yahoo.co.id,Internal Intranet Consultant,Lamongan,34,11451121.00,true,2025-05-26
5964,Cecep Permadi,tedi_suryatmi@gmail.com,International Web Supervisor,Surabaya,23,8912450.00,false,2025-10-16
5965,Gading Putra,cahyadi_susanti69@yahoo.co.id,Direct Research Orchestrator,Melonguane,55,4661585.00,false,2025-07-06
5966,Ade Andini,fara_hutapea62@yahoo.com,Central Operations Orchestrator,Karanganyar,30,6709218.00,true,2025-11-01
5967,Jaeman Firgantoro,cagak_prayoga@gmail.co.id,Chief Response Associate,Tangerang,47,16321180.00,false,2025-09-01
5968,Kemal Utama,mila_pangestu36@gmail.com,Future Security Director,Bajawa,26,4319040.00,false,2026-02-09
5969,Ramadhani Rahayu,nimas_maryadi@yahoo.co.id,District Markets Analyst,Airmadidi,50,6243561.00,true,2025-04-20
5970,Permata Talia,indira_prastuti57@gmail.com,Dynamic Markets Developer,Bantaeng,57,16572414.00,false,2025-07-21
